headline,content,response,star
Sloppy Drunkies,"Sloppy Joes has become a caricature of itself.
Hemingway would never, ever go there now. Forget any pretense of authenticity, Sloppy Joes is just another foot stamping noisy bar with expensive drinks. If that's what you like, it's the place for you. I can stand...More",NA,5
Love this Place,"Sloppy Joes is a Key West Icon!
We go there every trip to Key West.  The bartenders are helpful and funny.  Food is good",NA,4.5
Great Time,"Stopped in for some drinks and lunch.  We had fish tacos, mojo pork tacos, sloppy joes and quesadillias and a serving of fries.  After many beers and a margarita, there was no food left. 
The food was fast but really good, the service was great,...More",NA,4
Fun evening with great band!,Stopped in for drinks. Got to hear a local band. At the end of the set we were treated to the six year old super star singing blue grass!!! It was awesome! Loved the band's hockey stick instruments too!,NA,4.5
Dirty and loud but packed with people,We got the Sloppy Joe's and I have to say they were awesome.  Service was so so.  It seems to be one of the more popular places on Duvall St. They had live music which was.....well tolerable.,NA,4.5
A pleasant venue,"We visited Key West on a cruise ship and, whilst wandering around the town centre, we came across Sloppy Joe's. We only had a drink so cannot comment on food. The range of drinks were vast, the service excellent and good fun. Local beer was...More",NA,4.5
Had to go...,"This is a really fun, popular restaurant.  Everyone, including the customers, are very friendly.  The food was good, nothing to complain about.  Sloppy Joe was above average, may have had too high expectations.  Also, the Po Boy Sandwich was good as well.  We had a...More",NA,4.5
Fun and Delicious ,We visited Sloppy Joe's while visiting Key West and found it to match up to all the good reviews we had heard of it.  We ordered the Original Sloppy Joe and it was delicious.,NA,4.5
Vs,"Seems to be one of the most popular attractions on Duvall St.. Great for a picture but food, is pretty ordinary.",NA,4
Got to Go!,"You can't go to Key West and not visit.  Live music, fast service, good time!  Food was good too!  It's of fun for all ages",NA,4.5
Good atmosphere!,The food was good. Loved the banana daiquiri!!! The two guys entertaining that night were incredibly funny!,NA,3
Gotta try their Sloppy Joe!,"I loved my Shrimp Po' Boy, but wished I had their Sloppy Joe (I had a bite of my wife's sandwich).  Best. Sloppy. Joe. Ever.
BBQ pork sandwich was good too!",NA,5
Fish Dip Is To Die For!!!,"Visited twice in November, ordered appetizers and drinks for lunch the first time...omgoodness everything was on point including the friendliness and quickness...the second time it was a bit busy early evening..around 5pm or so...waitress was rude, barely spoke English, and we waited forever for the...More",NA,4.5
Go!,"It's definitely as good as everybody tells you what it is. Make sure you have time to stop by here, even if you just go into the gift shop. Beer was cold and was on sale! Just what you need on a hot summer day...More",NA,4
Combo honky tonk and Hemingway museum,A must see if you have never been to Key West due to the history.  However the food and drinks are just average.,NA,4.5
A fun spot,"We went here multiple nights on our trip because they have great music every night, and a fun atmosphere. Been there for lunch in the past, and it was pretty good. A must-see, part of Key West culture.",NA,4.5
Free wheeling Key West Bar,Stopped in for a quick drink and found this Key West institution. Very accommodating staff and authentic atmosphere.,NA,4.5
Vacation,I would never come here again the servers and bartenders are very rude the guys be up on stage Pete and Wayne so racial against south Americans the stuff they say are very inappropriate,NA,4.5
Touristy,"The drinks and food were ok.  We enjoyed the live music but there is no patio, and even compared to the other touristy restaurants this was even more so.  We checked the box but didn't see what the fuss is about.",NA,4.5
Key West Staple!,"Fun late night drinking spot! Big stage, Live music, large area, fits lots of people, can get pretty crazy!",NA,4
A MUST SEE IN KEY WEST,"This is a staple in KW.  It has entertainment that is hit or miss.  Always crowded, but also there is enough turn over that you can get a seat rather quickly.",NA,4.5
Road Trip from the Middle Keys to toast the sunset..,"After the toast, we ventured to Sloppy Joe's for dinner. The band last night was stellar!! Mix of 80's, country and rock and some original songs, as well. Awesome musicians. 

Reason for this post - fried chicken tacos ROCKED! Fish sandwich was good as well,...More",NA,3
Getting more touristy! ,"Ok - I am a tourist when I visit Key West - but over the years I have been visiting Sloppy's it has changed and become just another over-priced tourist trap!

Disappointed we missed Barry Cudda this time around (wrong day- wrong time!) but the...More",NA,5
Just another expensive Tavern,"Went in here for a drink. had 2 beers.$4.00.crowded, poor service,nothing special, other than a place to drink",NA,4.5
Dinner was good,"The food was good crowded and the waitresses were overwhelmed 
We had a 18 and 19 with us and we just ordered food and the bouncer tried to throw them out at 8 why let them in than after there food was done we left...More",NA,4
Great Pub,This is a must place to visit. The music is great. The Drinks are cold. It is a hoppin place. Great entertainment.,NA,4.5
Good live music ,"We went on a Monday night after arriving. To my surprise, there were quite a few people there. After about a half hour a group of guys with mustaches showed up and were fun. Turns out they had passed their ""Top Gun"" flight training and...More",NA,4.5
Food ok and pricey,"We found the sloppy joe's to be just so-so.  We got a basket of fries and it was more than the two of us could eat.  Our waitress was friendly, but very slow, because she was talking to possibly a family member or friend that...More",NA,4.5
Fun place ,"The music here was very good. Great crowd (without getting over-crowded) but consider we also left around 11pm. 
The bands were keeping it lively.  
The food was good but not great, but food isn't why you would go to a place known for drinks &...More",NA,4.5
"Historic, plus it has great food","It you visit Key West, stopping by Sloppy Joe's for a beer or lunch is a must. Great Ernest Hemingway tradition; always packed with tourists. Take a few minutes to examine the photographs on the walls. Good food, good service, reasonable prices.",NA,4.5
Must Visit Sloppy Joe's,So we went to Sloppy Joe's because people who have been to Key West said we must go.... We went on a weekday at about 1 pm and it was full so we went to a few shops and came back and although it was...More,NA,4
Always our first stop!,"We have been going to Key West for 15 years, the past 6 as a family. It has always been our tradition to make Sloppy Joe's our first meal upon arrival regardless of the time of day. We love the casual,open air environment. It is...More",NA,4.5
