headline,content,response,star
Good Place to find an exceptional burger,"We've been to Mussel and Burger several times and it is a solid meal every time. I usually get some mussels and try to take someone with me that will appreciate them as well, since my wife isn't a fan. I like the white wine...More","Thanks for taking the time to leave us a review and recommend us! I'm glad to hear that you've enjoyed so many different items from our menu. As far as our beer selection is concerned, we just finalized some changes on our bar menu. Hopefully...More",4.5
Interesting Menu,"This restaurant is one of two in Louisville. We chose the downtown location. The space was good. We were in the back room which was not as noisey. The menu was in three parts; one for mussels, one for burgers, one for entrees. The Dates...More",Thanks for coming and for taking the time to review and recommend us! Glad you enjoyed everything during your experience with us. Hope we can see you again soon!,3.5
Everything I hoped it would be,"I ordered the BBB burger: pork belly maple syrup, bacon, fried egg, steak, the standard fried sweet potatos with pineapple dipping sauce. It was heavenly. Everything was well-seasoned, some ingredients were on the salty side but I like my food salty. Have absolutely no complaint...More",Thanks for coming and for taking the time to review and recommend us! Glad you  enjoyed everything during your experience with us. Hope to see you again soon!,4.5
Birthday lunch. ,Great lunch fabulous burgers and mussels. Our server was Jacob and he did a great job of making our meal enjoyable. Highly recommend this restaurant. We really enjoyed the whole experienceMore,"Pamela,

Thank you so much! Glad you came and enjoyed everything so much. We appreciate you taking the time to review and recommend us! I'll be sure to tell Jacob about how much you appreciated his services. Hope we can see you again soon!

Thanks...More",4
Excellent joint near the center of museums ,"While visiting Muhammad Ali's museum we stopped here for lunch. The ambiance was excellent. A brief walk from the museum, my party of five feasted on calamari, lamb meatballs, hand cut fries, burgers (including a seafood burger). The pretzel buns were toasted and the meat...More","What a great review! It sounds like you all had a great afternoon in downtown Louisville. We try to pay close attention to detail when it comes to our food and the presentation and flavors, I'm happy to hear that you found something for everyone...More",4
Great burger and Mussels in a fun atmosphere,"Tried their wings, burgers with duckfat potatoes and mussels.  All were great.  A little on the pricey side for a burger-$16 but very good.  The location in a old warehouse is unique and fun.  Good waitstaff.","Thanks for taking the time to recommend us! I'm happy to hear that you enjoyed the food and the service so much. This is our second location and we really love the ambiance, glad you did too. Hope we see you again soon!",5
I was surprised!,"We were SO hungry - we didn't care where we ate - there was a space to park right in front, so this place was going to have to do. Lame service (maybe the guy was new?) and stupid paper towels and silverware-in-a-mason-jar hipster place...More","Thanks for taking the time to leave us some feedback and write a review. I'm glad to hear that you enjoyed the food and drinks so much. The Southern Belle is one of my favorites and it looks like you had the bourbon brew, too....More",4.5
"Just as Great as the Original in JTown, But With A Great Downtown Vibe","Had a little get together for 8 people for my wife's birthday.  The food and service were superb - as we've come to expect at their other location.  But the old building - exposed brick, high ceilings, cool bare - are decidedly very urban.

The...More","Hi Ken! 
So glad that you were able to check out our second location, we love it down here too. It sounds like you had a memorable birthday dinner for your wife, thanks for choosing us as your place to celebrate. We appreciate you taking...More",4.5
Grand Slam ,"We stopped here after a super visit to the Louisville Slugger Museum.  Home runs for all of us - different kinds of burgers and the Mushroom Philly.  Great, friendly service (thanks, Carrie!) and incredibly delicious food.More","Hello Mrs. Garmon,
Thank you so much for taking the time to leave a review. It sounds like you all had a great time in downtown Louisville. I'm so glad you enjoyed your different burgers and the Philly, and I'll be sure to let Kerri...More",4.5
Great find fantastic burger,We walked in on a rainy Sunday.  Had to Waite 40 min but we are glad we did.  Great bar.  We had the taquitos to start small and full of flavor.  Bacon cheese burger and theArgentinian both burger are full flavored.  The house fries are...More,Thank you so much for coming and for taking the time to review and recommend us! Glad you enjoyed everything so much despite the long wait. We're happy you decided to stay and dine with us! Hope we can see you again soon!,5
Worth the high rating,The first thing that strikes you when entering is the long marble bar. Place is inviting. Ordered the Southern Burger for lunch and was not disappointed. Sandwich and side house  salad hit the spot.,"Thanks Mike!

Thanks for coming and for taking the time to review and recommend us! Glad to hear you enjoyed everything so much! Hope we can see you again soon!",4.5
